id,model_name,arch,framework,backend,workload,accuracy,score
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Image Classification (HP),"100%
",2025
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Image Classification (Q),"96%
",1502
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Image Segmentation (SP),"100%
",1532
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Image Segmentation (HP),"100%
",2276
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Image Segmentation (Q),"99%
",2613
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Pose Estimation (SP),"100%
",11073
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Pose Estimation (HP),"100%
",21768
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Pose Estimation (Q),"95%
",17524
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Object Detection (SP),"100%
",1554
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Object Detection (HP),"97%
",2297
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Object Detection (Q),"94%
",1718
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Face Detection (SP),"100%
",3252
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Face Detection (HP),"100%
",5191
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Face Detection (Q),"100%
",3030
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Depth Estimation (SP),"100%
",5842
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Depth Estimation (HP),"98%
",10165
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Depth Estimation (Q),"85%
",7062
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Style Transfer (SP),"100%
",22016
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Style Transfer (HP),"100%
",31731
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Style Transfer (Q),"96%
",25688
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Image Super-Resolution (SP),"100%
",4347
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Image Super-Resolution (HP),"100%
",5825
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Image Super-Resolution (Q),"99%
",4071
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Text Classification (SP),"100%
",2282
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Text Classification (HP),"100%
",4045
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Text Classification (Q),"93%
",4012
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Machine Translation (SP),"100%
",3101
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Machine Translation (HP),"98%
",4787
543599,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,CPU,Machine Translation (Q),"98%
",4833
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Image Classification (SP),"100%
",4041
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Image Classification (HP),"100%
",4258
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Image Classification (Q),"96%
",3850
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Image Segmentation (SP),"100%
",7268
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Image Segmentation (HP),"100%
",7454
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Image Segmentation (Q),"99%
",7090
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Pose Estimation (SP),"100%
",32835
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Pose Estimation (HP),"100%
",36034
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Pose Estimation (Q),"96%
",34622
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Object Detection (SP),"100%
",3925
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Object Detection (HP),"100%
",4213
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Object Detection (Q),"92%
",3829
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Face Detection (SP),"100%
",13805
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Face Detection (HP),"100%
",14636
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Face Detection (Q),"100%
",12643
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Depth Estimation (SP),"100%
",19780
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Depth Estimation (HP),"99%
",18974
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Depth Estimation (Q),"86%
",17333
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Style Transfer (SP),"100%
",54107
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Style Transfer (HP),"100%
",64655
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Style Transfer (Q),"96%
",63285
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Image Super-Resolution (SP),"100%
",11010
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Image Super-Resolution (HP),"100%
",11608
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Image Super-Resolution (Q),"99%
",9932
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Text Classification (SP),"100%
",2309
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Text Classification (HP),"100%
",4116
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Text Classification (Q),"93%
",4043
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Machine Translation (SP),"100%
",1805
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Machine Translation (HP),"100%
",1977
543603,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,GPU,Machine Translation (Q),"98%
",1827
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Image Classification (SP),"100%
",1347
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Image Classification (HP),"100%
",6893
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Image Classification (Q),"96%
",6603
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Image Segmentation (SP),"100%
",1538
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Image Segmentation (HP),"100%
",9695
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Image Segmentation (Q),"99%
",10436
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Pose Estimation (SP),"100%
",11090
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Pose Estimation (HP),"100%
",69976
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Pose Estimation (Q),"95%
",67763
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Object Detection (SP),"100%
",1560
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Object Detection (HP),"99%
",8013
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Object Detection (Q),"91%
",7526
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Face Detection (SP),"100%
",3249
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Face Detection (HP),"100%
",16087
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Face Detection (Q),"100%
",14994
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Depth Estimation (SP),"100%
",5768
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Depth Estimation (HP),"99%
",51618
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Depth Estimation (Q),"85%
",54174
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Style Transfer (SP),"100%
",22050
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Style Transfer (HP),"100%
",120094
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Style Transfer (Q),"96%
",116178
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (SP),"100%
",4356
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (HP),"100%
",25867
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (Q),"99%
",27910
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Text Classification (SP),"100%
",2291
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Text Classification (HP),"100%
",4027
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Text Classification (Q),"93%
",4000
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Machine Translation (SP),"100%
",3110
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Machine Translation (HP),"100%
",3711
543605,"MacBook Pro (16-inch, 2021)",Apple Silicon,Core ML,Neural Engine,Machine Translation (Q),"98%
",3860
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Classification (SP),"100%
",420
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Classification (HP),"100%
",332
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Classification (Q),"96%
",178
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Segmentation (SP),"100%
",422
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Segmentation (HP),"100%
",382
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Segmentation (Q),"99%
",262
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Pose Estimation (SP),"100%
",2638
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Pose Estimation (HP),"100%
",658
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Pose Estimation (Q),"96%
",595
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Object Detection (SP),"100%
",395
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Object Detection (HP),"100%
",346
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Object Detection (Q),"92%
",203
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Face Detection (SP),"100%
",1061
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Face Detection (HP),"100%
",817
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Face Detection (Q),"100%
",332
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Depth Estimation (SP),"100%
",1266
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Depth Estimation (HP),"99%
",929
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Depth Estimation (Q),"85%
",643
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Style Transfer (SP),"100%
",3621
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Style Transfer (HP),"100%
",2324
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Style Transfer (Q),"96%
",1888
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Super-Resolution (SP),"100%
",1474
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Super-Resolution (HP),"100%
",490
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Super-Resolution (Q),"99%
",331
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Text Classification (SP),"99%
",1165
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Text Classification (HP),"99%
",1127
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Text Classification (Q),"93%
",1117
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Machine Translation (SP),"100%
",658
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Machine Translation (HP),"100%
",623
543609,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Machine Translation (Q),"98%
",621
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Image Classification (SP),"100%
",2193
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Image Classification (HP),"100%
",3145
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Image Classification (Q),"96%
",2171
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Image Segmentation (SP),"100%
",2550
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Image Segmentation (HP),"100%
",3628
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Image Segmentation (Q),"99%
",3999
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Pose Estimation (SP),"100%
",16345
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Pose Estimation (HP),"100%
",34881
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Pose Estimation (Q),"95%
",27192
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Object Detection (SP),"100%
",2836
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Object Detection (HP),"97%
",3985
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Object Detection (Q),"94%
",2806
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Face Detection (SP),"100%
",5655
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Face Detection (HP),"100%
",8883
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Face Detection (Q),"100%
",4925
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Depth Estimation (SP),"100%
",9227
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Depth Estimation (HP),"97%
",15525
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Depth Estimation (Q),"86%
",10269
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Style Transfer (SP),"100%
",28203
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Style Transfer (HP),"100%
",58260
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Style Transfer (Q),"96%
",44704
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Image Super-Resolution (SP),"100%
",5582
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Image Super-Resolution (HP),"100%
",9785
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Image Super-Resolution (Q),"99%
",5482
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Text Classification (SP),"100%
",6142
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Text Classification (HP),"100%
",10085
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Text Classification (Q),"93%
",9725
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Machine Translation (SP),"100%
",6475
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Machine Translation (HP),"98%
",9939
543236,Mac Studio (2025),Apple Silicon,Core ML,CPU,Machine Translation (Q),"98%
",9908
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Image Classification (SP),"100%
",773
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Image Classification (HP),"100%
",613
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Image Classification (Q),"96%
",378
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Image Segmentation (SP),"100%
",937
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Image Segmentation (HP),"100%
",699
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Image Segmentation (Q),"99%
",613
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Pose Estimation (SP),"100%
",4122
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Pose Estimation (HP),"100%
",2784
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Pose Estimation (Q),"96%
",2322
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Object Detection (SP),"100%
",877
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Object Detection (HP),"100%
",681
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Object Detection (Q),"92%
",433
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Face Detection (SP),"100%
",1710
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Face Detection (HP),"100%
",1488
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Face Detection (Q),"100%
",719
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Depth Estimation (SP),"100%
",2436
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Depth Estimation (HP),"99%
",2357
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Depth Estimation (Q),"85%
",1546
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Style Transfer (SP),"100%
",8342
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Style Transfer (HP),"100%
",8501
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Style Transfer (Q),"96%
",6084
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Image Super-Resolution (SP),"100%
",1823
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Image Super-Resolution (HP),"100%
",1185
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Image Super-Resolution (Q),"99%
",813
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Text Classification (SP),"99%
",2841
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Text Classification (HP),"99%
",1247
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Text Classification (Q),"93%
",1199
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Machine Translation (SP),"100%
",1071
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Machine Translation (HP),"100%
",931
543627,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,CPU,Machine Translation (Q),"98%
",937
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Image Classification (SP),"100%
",6397
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Image Classification (HP),"100%
",6351
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Image Classification (Q),"96%
",240
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Image Segmentation (SP),"100%
",646
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Image Segmentation (HP),"100%
",653
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Image Segmentation (Q),"99%
",334
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Pose Estimation (SP),"100%
",94383
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Pose Estimation (HP),"100%
",82319
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Pose Estimation (Q),"96%
",3554
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Object Detection (SP),"100%
",6663
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Object Detection (HP),"100%
",6407
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Object Detection (Q),"92%
",172
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Face Detection (SP),"100%
",19590
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Face Detection (HP),"100%
",19238
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Face Detection (Q),"100%
",407
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Depth Estimation (SP),"100%
",34191
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Depth Estimation (HP),"99%
",34619
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Depth Estimation (Q),"85%
",32774
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Style Transfer (SP),"100%
",158889
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Style Transfer (HP),"100%
",154890
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Style Transfer (Q),"96%
",186534
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Image Super-Resolution (SP),"100%
",17783
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Image Super-Resolution (HP),"100%
",23907
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Image Super-Resolution (Q),"99%
",19820
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Text Classification (SP),"100%
",1163
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Text Classification (HP),"100%
",955
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Text Classification (Q),"93%
",972
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Machine Translation (SP),"100%
",1768
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Machine Translation (HP),"100%
",1705
543629,Mac Pro（2019 年）,AMD/Other (Hackintosh),Core ML,GPU,Machine Translation (Q),"98%
",1731
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Image Classification (SP),"100%
",1193
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Image Classification (HP),"100%
",1419
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Image Classification (Q),"96%
",1408
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Image Segmentation (SP),"100%
",1171
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Image Segmentation (HP),"100%
",2104
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Image Segmentation (Q),"99%
",1861
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Pose Estimation (SP),"100%
",3521
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Pose Estimation (HP),"100%
",10399
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Pose Estimation (Q),"95%
",6823
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Object Detection (SP),"100%
",591
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Object Detection (HP),"97%
",838
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Object Detection (Q),"94%
",479
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Face Detection (SP),"100%
",1447
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Face Detection (HP),"100%
",2761
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Face Detection (Q),"100%
",1222
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Depth Estimation (SP),"100%
",3237
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Depth Estimation (HP),"98%
",3937
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Depth Estimation (Q),"85%
",4046
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Style Transfer (SP),"100%
",4684
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Style Transfer (HP),"100%
",12711
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Style Transfer (Q),"96%
",13014
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Image Super-Resolution (SP),"100%
",1212
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Image Super-Resolution (HP),"100%
",1999
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Image Super-Resolution (Q),"99%
",1979
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Text Classification (SP),"100%
",888
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Text Classification (HP),"99%
",1856
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Text Classification (Q),"93%
",1913
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Machine Translation (SP),"100%
",963
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Machine Translation (HP),"98%
",1628
543273,MacBook Air (Late 2020),Apple Silicon,Core ML,CPU,Machine Translation (Q),"98%
",1135
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Classification (SP),"100%
",671
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Classification (HP),"100%
",464
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Classification (Q),"96%
",242
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Segmentation (SP),"100%
",726
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Segmentation (HP),"100%
",560
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Image Segmentation (Q),"99%
",367
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Pose Estimation (SP),"100%
",4283
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Pose Estimation (HP),"100%
",1562
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Pose Estimation (Q),"96%
",1341
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Object Detection (SP),"100%
",709
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Object Detection (HP),"100%
",547
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Object Detection (Q),"92%
",294
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Face Detection (SP),"100%
",1340
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Face Detection (HP),"100%
",992
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Face Detection (Q),"100%
",433
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Depth Estimation (SP),"100%
",2306
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Depth Estimation (HP),"99%
",1786
543637,iMac（27 英寸，2020 年）,Intel,Core ML,CPU,Depth Estimation (Q),"85%
",1028
